model,category,idIndex,primaryid,collision,transient override,lobmodel,viewmodel,worldmat,viewmat,group1,group2,group3,group4,group5,group6,group7,group8,productionLevel
mp_headgear_25b,hat,13,13,0,,mp_headgear_25b_lob,,,,,,,,,,,,
mp_headgear_28a_barton,hat,14,14,0,,mp_headgear_28a_barton_lob,,,,barton,,,,,,,,
mp_headgear_28a_basara,hat,14,14,0,,mp_headgear_28a_basara_lob,,,,basara,,,,,,,,
mp_headgear_28a_chen,hat,14,14,0,,mp_headgear_28a_chen_lob,,,,chen,,,,,,,,
mp_headgear_28a_clark,hat,14,14,0,,mp_headgear_28a_clark_lob,,,,clark,,,,,,,,
mp_headgear_28a_cormack,hat,14,14,0,,mp_headgear_28a_cormack_lob,,,,cormack,,,,,,,,
mp_headgear_28a_coyle,hat,14,14,0,,mp_headgear_28a_coyle_lob,,,,coyle,,,,,,,,
mp_headgear_28a_davis,hat,14,14,0,,mp_headgear_28a_davis_lob,,,,davis,,,,,,,,
mp_headgear_28a_gideon,hat,14,14,0,,mp_headgear_28a_gideon_lob,,,,gideon,,,,,,,,
mp_headgear_28a_gots,hat,14,14,0,,mp_headgear_28a_gots_lob,,,,illana,,,,,,,,
mp_headgear_28a_hanks,hat,14,14,0,,mp_headgear_28a_hanks_lob,,,,hanks,,,,,,,,
mp_headgear_28a_kang,hat,14,14,0,,mp_headgear_28a_kang_lob,,,,kang,,,,,,,,
mp_headgear_28a_kva,hat,14,14,0,,mp_headgear_28a_kva_lob,,,,kva_head,,,,,,,,
mp_headgear_28a_lee,hat,14,14,0,,mp_headgear_28a_lee_lob,,,,lee,,,,,,,,
mp_headgear_28a_martin,hat,14,14,0,,mp_headgear_28a_martin_lob,,,,martin,,,,,,,,
mp_headgear_28a_pas,hat,14,14,0,,mp_headgear_28a_pas_lob,,,,pas,,,,,,,,
mp_headgear_28a_waters,hat,14,14,0,,mp_headgear_28a_waters_lob,,,,waters,,,,,,,,
mp_headgear_28a_young,hat,14,14,0,,mp_headgear_28a_young_lob,,,,young,,,,,,,,
mp_headgear_12a_barton,hat,15,15,0,,mp_headgear_12a_barton_lob,,m/mtl_mp_headgear_12a,,barton,,,,,,,,
mp_headgear_12a_basara,hat,15,15,0,,mp_headgear_12a_basara_lob,,m/mtl_mp_headgear_12a,,basara,,,,,,,,
mp_headgear_12a_chen,hat,15,15,0,,mp_headgear_12a_chen_lob,,m/mtl_mp_headgear_12a,,chen,,,,,,,,
mp_headgear_12a_clark,hat,15,15,0,,mp_headgear_12a_clark_lob,,m/mtl_mp_headgear_12a,,clark,,,,,,,,
mp_headgear_12a_cormack,hat,15,15,0,,mp_headgear_12a_cormack_lob,,m/mtl_mp_headgear_12a,,cormack,,,,,,,,
mp_headgear_12a_coyle,hat,15,15,0,,mp_headgear_12a_coyle_lob,,m/mtl_mp_headgear_12a,,coyle,,,,,,,,
mp_headgear_12a_davis,hat,15,15,0,,mp_headgear_12a_davis_lob,,m/mtl_mp_headgear_12a,,davis,,,,,,,,
mp_headgear_12a_gideon,hat,15,15,0,,mp_headgear_12a_gideon_lob,,m/mtl_mp_headgear_12a,,gideon,,,,,,,,
mp_headgear_12a_gots,hat,15,15,0,,mp_headgear_12a_gots_lob,,m/mtl_mp_headgear_12a,,illana,,,,,,,,
mp_headgear_12a_hanks,hat,15,15,0,,mp_headgear_12a_hanks_lob,,m/mtl_mp_headgear_12a,,hanks,,,,,,,,
mp_headgear_12a_kang,hat,15,15,0,,mp_headgear_12a_kang_lob,,m/mtl_mp_headgear_12a,,kang,,,,,,,,
mp_headgear_12a_kva,hat,15,15,0,,mp_headgear_12a_kva_lob,,m/mtl_mp_headgear_12a,,kva_head,,,,,,,,
mp_headgear_12a_lee,hat,15,15,0,,mp_headgear_12a_lee_lob,,m/mtl_mp_headgear_12a,,lee,,,,,,,,
mp_headgear_12a_martin,hat,15,15,0,,mp_headgear_12a_martin_lob,,m/mtl_mp_headgear_12a,,martin,,,,,,,,
mp_headgear_12a_pas,hat,15,15,0,,mp_headgear_12a_pas_lob,,m/mtl_mp_headgear_12a,,pas,,,,,,,,
mp_headgear_12a_waters,hat,15,15,0,,mp_headgear_12a_waters_lob,,m/mtl_mp_headgear_12a,,waters,,,,,,,,
mp_headgear_12a_young,hat,15,15,0,,mp_headgear_12a_young_lob,,m/mtl_mp_headgear_12a,,young,,,,,,,,
mp_headgear_02a_barton,hat,16,16,0,,mp_headgear_02a_barton_lob,,m/mtl_mp_headgear_02a,,barton,,,,,,,,
mp_headgear_02a_basara,hat,16,16,0,,mp_headgear_02a_basara_lob,,m/mtl_mp_headgear_02a,,basara,,,,,,,,
mp_headgear_02a_chen,hat,16,16,0,,mp_headgear_02a_chen_lob,,m/mtl_mp_headgear_02a,,chen,,,,,,,,
mp_headgear_02a_clark,hat,16,16,0,,mp_headgear_02a_clark_lob,,m/mtl_mp_headgear_02a,,clark,,,,,,,,
mp_headgear_02a_cormack,hat,16,16,0,,mp_headgear_02a_cormack_lob,,m/mtl_mp_headgear_02a,,cormack,,,,,,,,
mp_headgear_02a_coyle,hat,16,16,0,,mp_headgear_02a_coyle_lob,,m/mtl_mp_headgear_02a,,coyle,,,,,,,,
mp_headgear_02a_davis,hat,16,16,0,,mp_headgear_02a_davis_lob,,m/mtl_mp_headgear_02a,,davis,,,,,,,,
mp_headgear_02a_gideon,hat,16,16,0,,mp_headgear_02a_gideon_lob,,m/mtl_mp_headgear_02a,,gideon,,,,,,,,
mp_headgear_02a_gots,hat,16,16,0,,mp_headgear_02a_gots_lob,,m/mtl_mp_headgear_02a,,illana,,,,,,,,
mp_headgear_02a_hanks,hat,16,16,0,,mp_headgear_02a_hanks_lob,,m/mtl_mp_headgear_02a,,hanks,,,,,,,,
mp_headgear_02a_kang,hat,16,16,0,,mp_headgear_02a_kang_lob,,m/mtl_mp_headgear_02a,,kang,,,,,,,,
mp_headgear_02a_kva,hat,16,16,0,,mp_headgear_02a_kva_lob,,m/mtl_mp_headgear_02a,,kva_head,,,,,,,,
mp_headgear_02a_lee,hat,16,16,0,,mp_headgear_02a_lee_lob,,m/mtl_mp_headgear_02a,,lee,,,,,,,,
mp_headgear_02a_martin,hat,16,16,0,,mp_headgear_02a_martin_lob,,m/mtl_mp_headgear_02a,,martin,,,,,,,,
mp_headgear_02a_pas,hat,16,16,0,,mp_headgear_02a_pas_lob,,m/mtl_mp_headgear_02a,,pas,,,,,,,,
mp_headgear_02a_waters,hat,16,16,0,,mp_headgear_02a_waters_lob,,m/mtl_mp_headgear_02a,,waters,,,,,,,,
mp_headgear_02a_young,hat,16,16,0,,mp_headgear_02a_young_lob,,m/mtl_mp_headgear_02a,,young,,,,,,,,
mp_headgear_03a_barton,hat,17,17,0,,mp_headgear_03a_barton_lob,,m/mtl_mp_headgear_03a,,barton,,,,,,,,
mp_headgear_03a_basara,hat,17,17,0,,mp_headgear_03a_basara_lob,,m/mtl_mp_headgear_03a,,basara,,,,,,,,
mp_headgear_03a_chen,hat,17,17,0,,mp_headgear_03a_chen_lob,,m/mtl_mp_headgear_03a,,chen,,,,,,,,
mp_headgear_03a_clark,hat,17,17,0,,mp_headgear_03a_clark_lob,,m/mtl_mp_headgear_03a,,clark,,,,,,,,
mp_headgear_03a_cormack,hat,17,17,0,,mp_headgear_03a_cormack_lob,,m/mtl_mp_headgear_03a,,cormack,,,,,,,,
mp_headgear_03a_coyle,hat,17,17,0,,mp_headgear_03a_coyle_lob,,m/mtl_mp_headgear_03a,,coyle,,,,,,,,
mp_headgear_03a_davis,hat,17,17,0,,mp_headgear_03a_davis_lob,,m/mtl_mp_headgear_03a,,davis,,,,,,,,
mp_headgear_03a_gideon,hat,17,17,0,,mp_headgear_03a_gideon_lob,,m/mtl_mp_headgear_03a,,gideon,,,,,,,,
mp_headgear_03a_gots,hat,17,17,0,,mp_headgear_03a_gots_lob,,m/mtl_mp_headgear_03a,,illana,,,,,,,,
mp_headgear_03a_hanks,hat,17,17,0,,mp_headgear_03a_hanks_lob,,m/mtl_mp_headgear_03a,,hanks,,,,,,,,
mp_headgear_03a_kang,hat,17,17,0,,mp_headgear_03a_kang_lob,,m/mtl_mp_headgear_03a,,kang,,,,,,,,
mp_headgear_03a_kva,hat,17,17,0,,mp_headgear_03a_kva_lob,,m/mtl_mp_headgear_03a,,kva_head,,,,,,,,
mp_headgear_03a_lee,hat,17,17,0,,mp_headgear_03a_lee_lob,,m/mtl_mp_headgear_03a,,lee,,,,,,,,
mp_headgear_03a_martin,hat,17,17,0,,mp_headgear_03a_martin_lob,,m/mtl_mp_headgear_03a,,martin,,,,,,,,
mp_headgear_03a_pas,hat,17,17,0,,mp_headgear_03a_pas_lob,,m/mtl_mp_headgear_03a,,pas,,,,,,,,
mp_headgear_03a_waters,hat,17,17,0,,mp_headgear_03a_waters_lob,,m/mtl_mp_headgear_03a,,waters,,,,,,,,
mp_headgear_03a_young,hat,17,17,0,,mp_headgear_03a_young_lob,,m/mtl_mp_headgear_03a,,young,,,,,,,,
mp_headgear_20a,hat,18,18,0,,mp_headgear_20a_lob,,m/mtl_mp_headgear_20a,,!female,,,,,,,,
mp_headgear_f_20a,hat,18,18,0,,mp_headgear_f_20a_lob,,m/mtl_mp_headgear_20a,,female,,,,,,,,
mp_headgear_26a_barton,hat,19,19,0,,mp_headgear_26a_barton_lob,,m/mtl_mp_headgear_26a,,barton,,,,,,,,
mp_headgear_26a_basara,hat,19,19,0,,mp_headgear_26a_basara_lob,,m/mtl_mp_headgear_26a,,basara,,,,,,,,
mp_headgear_26a_chen,hat,19,19,0,,mp_headgear_26a_chen_lob,,m/mtl_mp_headgear_26a,,chen,,,,,,,,
mp_headgear_26a_clark,hat,19,19,0,,mp_headgear_26a_clark_lob,,m/mtl_mp_headgear_26a,,clark,,,,,,,,
mp_headgear_26a_cormack,hat,19,19,0,,mp_headgear_26a_cormack_lob,,m/mtl_mp_headgear_26a,,cormack,,,,,,,,
mp_headgear_26a_coyle,hat,19,19,0,,mp_headgear_26a_coyle_lob,,m/mtl_mp_headgear_26a,,coyle,,,,,,,,
mp_headgear_26a_davis,hat,19,19,0,,mp_headgear_26a_davis_lob,,m/mtl_mp_headgear_26a,,davis,,,,,,,,
mp_headgear_26a_gideon,hat,19,19,0,,mp_headgear_26a_gideon_lob,,m/mtl_mp_headgear_26a,,gideon,,,,,,,,
mp_headgear_26a_gots,hat,19,19,0,,mp_headgear_26a_gots_lob,,m/mtl_mp_headgear_26a,,illana,,,,,,,,
mp_headgear_26a_hanks,hat,19,19,0,,mp_headgear_26a_hanks_lob,,m/mtl_mp_headgear_26a,,hanks,,,,,,,,
mp_headgear_26a_kang,hat,19,19,0,,mp_headgear_26a_kang_lob,,m/mtl_mp_headgear_26a,,kang,,,,,,,,
mp_headgear_26a_kva,hat,19,19,0,,mp_headgear_26a_kva_lob,,m/mtl_mp_headgear_26a,,kva_head,,,,,,,,
mp_headgear_26a_lee,hat,19,19,0,,mp_headgear_26a_lee_lob,,m/mtl_mp_headgear_26a,,lee,,,,,,,,
mp_headgear_26a_martin,hat,19,19,0,,mp_headgear_26a_martin_lob,,m/mtl_mp_headgear_26a,,martin,,,,,,,,
mp_headgear_26a_pas,hat,19,19,0,,mp_headgear_26a_pas_lob,,m/mtl_mp_headgear_26a,,pas,,,,,,,,
mp_headgear_26a_waters,hat,19,19,0,,mp_headgear_26a_waters_lob,,m/mtl_mp_headgear_26a,,waters,,,,,,,,
mp_headgear_26a_young,hat,19,19,0,,mp_headgear_26a_young_lob,,m/mtl_mp_headgear_26a,,young,,,,,,,,
mp_headgear_15a,hat,20,20,0,,mp_headgear_15a_lob,,,,,,,,,,,,
mp_headgear_27a_barton,hat,21,21,0,,mp_headgear_27a_barton_lob,,m/mtl_mp_headgear_27a,,barton,,,,,,,,
mp_headgear_27a_basara,hat,21,21,0,,mp_headgear_27a_basara_lob,,m/mtl_mp_headgear_27a,,basara,,,,,,,,
mp_headgear_27a_chen,hat,21,21,0,,mp_headgear_27a_chen_lob,,m/mtl_mp_headgear_27a,,chen,,,,,,,,
mp_headgear_27a_clark,hat,21,21,0,,mp_headgear_27a_clark_lob,,m/mtl_mp_headgear_27a,,clark,,,,,,,,
mp_headgear_27a_cormack,hat,21,21,0,,mp_headgear_27a_cormack_lob,,m/mtl_mp_headgear_27a,,cormack,,,,,,,,
mp_headgear_27a_coyle,hat,21,21,0,,mp_headgear_27a_coyle_lob,,m/mtl_mp_headgear_27a,,coyle,,,,,,,,
mp_headgear_27a_davis,hat,21,21,0,,mp_headgear_27a_davis_lob,,m/mtl_mp_headgear_27a,,davis,,,,,,,,
mp_headgear_27a_gideon,hat,21,21,0,,mp_headgear_27a_gideon_lob,,m/mtl_mp_headgear_27a,,gideon,,,,,,,,
mp_headgear_27a_gots,hat,21,21,0,,mp_headgear_27a_gots_lob,,m/mtl_mp_headgear_27a,,illana,,,,,,,,
mp_headgear_27a_hanks,hat,21,21,0,,mp_headgear_27a_hanks_lob,,m/mtl_mp_headgear_27a,,hanks,,,,,,,,
mp_headgear_27a_kang,hat,21,21,0,,mp_headgear_27a_kang_lob,,m/mtl_mp_headgear_27a,,kang,,,,,,,,
mp_headgear_27a_kva,hat,21,21,0,,mp_headgear_27a_kva_lob,,m/mtl_mp_headgear_27a,,kva_head,,,,,,,,
mp_headgear_27a_lee,hat,21,21,0,,mp_headgear_27a_lee_lob,,m/mtl_mp_headgear_27a,,lee,,,,,,,,
mp_headgear_27a_martin,hat,21,21,0,,mp_headgear_27a_martin_lob,,m/mtl_mp_headgear_27a,,martin,,,,,,,,
mp_headgear_27a_pas,hat,21,21,0,,mp_headgear_27a_pas_lob,,m/mtl_mp_headgear_27a,,pas,,,,,,,,
mp_headgear_27a_waters,hat,21,21,0,,mp_headgear_27a_waters_lob,,m/mtl_mp_headgear_27a,,waters,,,,,,,,
mp_headgear_27a_young,hat,21,21,0,,mp_headgear_27a_young_lob,,m/mtl_mp_headgear_27a,,young,,,,,,,,
mp_headgear_29a_cormack,hat,22,22,0,,mp_headgear_29a_cormack_lob,,,,!female,,,,,,,,
mp_headgear_f_29a,hat,22,22,0,,mp_headgear_f_29a_lob,,,,female,,,,,,,,
mp_headgear_13a_barton,hat,23,23,0,,mp_headgear_13a_barton_lob,,,,barton,,,,,,,,
mp_headgear_13a_basara,hat,23,23,0,,mp_headgear_13a_basara_lob,,,,basara,,,,,,,,
mp_headgear_13a_chen,hat,23,23,0,,mp_headgear_13a_chen_lob,,,,chen,,,,,,,,
mp_headgear_13a_clark,hat,23,23,0,,mp_headgear_13a_clark_lob,,,,clark,,,,,,,,
mp_headgear_13a_cormack,hat,23,23,0,,mp_headgear_13a_cormack_lob,,,,cormack,,,,,,,,
mp_headgear_13a_coyle,hat,23,23,0,,mp_headgear_13a_coyle_lob,,,,coyle,,,,,,,,
mp_headgear_13a_davis,hat,23,23,0,,mp_headgear_13a_davis_lob,,,,davis,,,,,,,,
mp_headgear_13a_gideon,hat,23,23,0,,mp_headgear_13a_gideon_lob,,,,gideon,,,,,,,,
mp_headgear_13a_gots,hat,23,23,0,,mp_headgear_13a_gots_lob,,,,illana,,,,,,,,
mp_headgear_13a_hanks,hat,23,23,0,,mp_headgear_13a_hanks_lob,,,,hanks,,,,,,,,
mp_headgear_13a_kang,hat,23,23,0,,mp_headgear_13a_kang_lob,,,,kang,,,,,,,,
mp_headgear_13a_kva,hat,23,23,0,,mp_headgear_13a_kva_lob,,,,kva_head,,,,,,,,
mp_headgear_13a_lee,hat,23,23,0,,mp_headgear_13a_lee_lob,,,,lee,,,,,,,,
mp_headgear_13a_martin,hat,23,23,0,,mp_headgear_13a_martin_lob,,,,martin,,,,,,,,
mp_headgear_13a_pas,hat,23,23,0,,mp_headgear_13a_pas_lob,,,,pas,,,,,,,,
mp_headgear_13a_waters,hat,23,23,0,,mp_headgear_13a_waters_lob,,,,waters,,,,,,,,
mp_headgear_13a_young,hat,23,23,0,,mp_headgear_13a_young_lob,,,,young,,,,,,,,
mp_headgear_08a_barton,hat,24,24,0,,mp_headgear_08a_barton_lob,,m/mtl_mp_headgear_08a,,barton,,,,,,,,
mp_headgear_08a_basara,hat,24,24,0,,mp_headgear_08a_basara_lob,,m/mtl_mp_headgear_08a,,basara,,,,,,,,
mp_headgear_08a_chen,hat,24,24,0,,mp_headgear_08a_chen_lob,,m/mtl_mp_headgear_08a,,chen,,,,,,,,
mp_headgear_08a_clark,hat,24,24,0,,mp_headgear_08a_clark_lob,,m/mtl_mp_headgear_08a,,clark,,,,,,,,
mp_headgear_08a_cormack,hat,24,24,0,,mp_headgear_08a_cormack_lob,,m/mtl_mp_headgear_08a,,cormack,,,,,,,,
mp_headgear_08a_coyle,hat,24,24,0,,mp_headgear_08a_coyle_lob,,m/mtl_mp_headgear_08a,,coyle,,,,,,,,
mp_headgear_08a_davis,hat,24,24,0,,mp_headgear_08a_davis_lob,,m/mtl_mp_headgear_08a,,davis,,,,,,,,
mp_headgear_08a_gideon,hat,24,24,0,,mp_headgear_08a_gideon_lob,,m/mtl_mp_headgear_08a,,gideon,,,,,,,,
mp_headgear_08a_gots,hat,24,24,0,,mp_headgear_08a_gots_lob,,m/mtl_mp_headgear_08a,,illana,,,,,,,,
mp_headgear_08a_hanks,hat,24,24,0,,mp_headgear_08a_hanks_lob,,m/mtl_mp_headgear_08a,,hanks,,,,,,,,
mp_headgear_08a_kang,hat,24,24,0,,mp_headgear_08a_kang_lob,,m/mtl_mp_headgear_08a,,kang,,,,,,,,
mp_headgear_08a_kva,hat,24,24,0,,mp_headgear_08a_kva_lob,,m/mtl_mp_headgear_08a,,kva_head,,,,,,,,
mp_headgear_08a_lee,hat,24,24,0,,mp_headgear_08a_lee_lob,,m/mtl_mp_headgear_08a,,lee,,,,,,,,
mp_headgear_08a_martin,hat,24,24,0,,mp_headgear_08a_martin_lob,,m/mtl_mp_headgear_08a,,martin,,,,,,,,
mp_headgear_08a_pas,hat,24,24,0,,mp_headgear_08a_pas_lob,,m/mtl_mp_headgear_08a,,pas,,,,,,,,
mp_headgear_08a_waters,hat,24,24,0,,mp_headgear_08a_waters_lob,,m/mtl_mp_headgear_08a,,waters,,,,,,,,
mp_headgear_08a_young,hat,24,24,0,,mp_headgear_08a_young_lob,,m/mtl_mp_headgear_08a,,young,,,,,,,,
mp_headgear_09a_barton,hat,25,25,0,,mp_headgear_09a_barton_lob,,,,barton,,,,,,,,
mp_headgear_09a_basara,hat,25,25,0,,mp_headgear_09a_basara_lob,,,,basara,,,,,,,,
mp_headgear_09a_chen,hat,25,25,0,,mp_headgear_09a_chen_lob,,,,chen,,,,,,,,
mp_headgear_09a_clark,hat,25,25,0,,mp_headgear_09a_clark_lob,,,,clark,,,,,,,,
mp_headgear_09a_cormack,hat,25,25,0,,mp_headgear_09a_cormack_lob,,,,cormack,,,,,,,,
mp_headgear_09a_coyle,hat,25,25,0,,mp_headgear_09a_coyle_lob,,,,coyle,,,,,,,,
mp_headgear_09a_davis,hat,25,25,0,,mp_headgear_09a_davis_lob,,,,davis,,,,,,,,
mp_headgear_09a_gideon,hat,25,25,0,,mp_headgear_09a_gideon_lob,,,,gideon,,,,,,,,
mp_headgear_09a_gots,hat,25,25,0,,mp_headgear_09a_gots_lob,,,,illana,,,,,,,,
mp_headgear_09a_hanks,hat,25,25,0,,mp_headgear_09a_hanks_lob,,,,hanks,,,,,,,,
mp_headgear_09a_kang,hat,25,25,0,,mp_headgear_09a_kang_lob,,,,kang,,,,,,,,
mp_headgear_09a_kva,hat,25,25,0,,mp_headgear_09a_kva_lob,,,,kva_head,,,,,,,,
mp_headgear_09a_lee,hat,25,25,0,,mp_headgear_09a_lee_lob,,,,lee,,,,,,,,
mp_headgear_09a_martin,hat,25,25,0,,mp_headgear_09a_martin_lob,,,,martin,,,,,,,,
mp_headgear_09a_pas,hat,25,25,0,,mp_headgear_09a_pas_lob,,,,pas,,,,,,,,
mp_headgear_09a_waters,hat,25,25,0,,mp_headgear_09a_waters_lob,,,,waters,,,,,,,,
mp_headgear_09a_young,hat,25,25,0,,mp_headgear_09a_young_lob,,,,young,,,,,,,,
mp_headgear_30a,hat,26,26,0,,mp_headgear_30a_lob,,,,!female,,,,,,,,
mp_headgear_f_30a,hat,26,26,0,,mp_headgear_f_30a_lob,,,,female,,,,,,,,
mp_headgear_10j,hat,27,27,0,,mp_headgear_10j_lob,,,,!female,,,,,,,,
mp_headgear_f_10j,hat,27,27,0,,mp_headgear_f_10j_lob,,,,female,,,,,,,,
mp_headgear_16a,hat,28,28,0,,mp_headgear_16a_lob,,m/mtl_mp_headgear_16,,!female,,,,,,,,
mp_headgear_f_16a,hat,28,28,0,,mp_headgear_f_16a_lob,,m/mtl_mp_headgear_16,,female,,,,,,,,
mp_headgear_31a,hat,29,29,0,,mp_headgear_31a_lob,,m/mtl_mp_headgear_31,,!female,,,,,,,,
mp_headgear_f_31a,hat,29,29,0,,mp_headgear_f_31a_lob,,m/mtl_mp_headgear_31,,female,,,,,,,,
mp_headgear_15c,hat,30,30,0,,mp_headgear_15c_lob,,,,,,,,,,,,
mp_headgear_32a,hat,31,31,0,,mp_headgear_32a_lob,,,,!female,,,,,,,,
mp_headgear_f_32a,hat,31,31,0,,mp_headgear_f_32a_lob,,,,female,,,,,,,,
mp_headgear_33a,hat,32,32,0,,mp_headgear_33a_lob,,m/mtl_mp_headgear_33a,,cormack,,,,,,,,
mp_headgear_33a_barton,hat,32,32,0,,mp_headgear_33a_barton_lob,,m/mtl_mp_headgear_33a,,barton,,,,,,,,
mp_headgear_33a_basara,hat,32,32,0,,mp_headgear_33a_basara_lob,,m/mtl_mp_headgear_33a,,basara,,,,,,,,
mp_headgear_33a_chen,hat,32,32,0,,mp_headgear_33a_chen_lob,,m/mtl_mp_headgear_33a,,chen,,,,,,,,
mp_headgear_33a_clark,hat,32,32,0,,mp_headgear_33a_clark_lob,,m/mtl_mp_headgear_33a,,clark,,,,,,,,
mp_headgear_33a_coyle,hat,32,32,0,,mp_headgear_33a_coyle_lob,,m/mtl_mp_headgear_33a,,coyle,,,,,,,,
mp_headgear_33a_davis,hat,32,32,0,,mp_headgear_33a_davis_lob,,m/mtl_mp_headgear_33a,,davis,,,,,,,,
mp_headgear_33a_gideon,hat,32,32,0,,mp_headgear_33a_gideon_lob,,m/mtl_mp_headgear_33a,,gideon,,,,,,,,
mp_headgear_33a_gots,hat,32,32,0,,mp_headgear_33a_gots_lob,,m/mtl_mp_headgear_33a,,illana,,,,,,,,
mp_headgear_33a_hanks,hat,32,32,0,,mp_headgear_33a_hanks_lob,,m/mtl_mp_headgear_33a,,hanks,,,,,,,,
mp_headgear_33a_kang,hat,32,32,0,,mp_headgear_33a_kang_lob,,m/mtl_mp_headgear_33a,,kang,,,,,,,,
mp_headgear_33a_kva,hat,32,32,0,,mp_headgear_33a_kva_lob,,m/mtl_mp_headgear_33a,,kva_head,,,,,,,,
mp_headgear_33a_lee,hat,32,32,0,,mp_headgear_33a_lee_lob,,m/mtl_mp_headgear_33a,,lee,,,,,,,,
mp_headgear_33a_martin,hat,32,32,0,,mp_headgear_33a_martin_lob,,m/mtl_mp_headgear_33a,,martin,,,,,,,,
mp_headgear_33a_pas,hat,32,32,0,,mp_headgear_33a_pas_lob,,m/mtl_mp_headgear_33a,,pas,,,,,,,,
mp_headgear_33a_waters,hat,32,32,0,,mp_headgear_33a_waters_lob,,m/mtl_mp_headgear_33a,,waters,,,,,,,,
mp_headgear_33a_young,hat,32,32,0,,mp_headgear_33a_young_lob,,m/mtl_mp_headgear_33a,,young,,,,,,,,
mp_headgear_35b,hat,33,33,0,,mp_headgear_35b_lob,,m/mtl_mp_headgear_35b,,!female,,,,,,,,
mp_headgear_f_35b,hat,33,33,0,,mp_headgear_f_35b_lob,,m/mtl_mp_headgear_35b,,female,,,,,,,,
mp_headgear_34a,hat,34,34,0,,mp_headgear_34a_lob,,m/mtl_mp_headgear_34a,,!female,,,,,,,,
mp_headgear_f_34a,hat,34,34,0,,mp_headgear_f_34a_lob,,m/mtl_mp_headgear_34a,,female,,,,,,,,
mp_headgear_02us_barton,hat,35,35,0,,mp_headgear_02us_barton_lob,,m/mtl_mp_headgear_02us,,barton,,,,,,,,
mp_headgear_02us_basara,hat,35,35,0,,mp_headgear_02us_basara_lob,,m/mtl_mp_headgear_02us,,basara,,,,,,,,
mp_headgear_02us_chen,hat,35,35,0,,mp_headgear_02us_chen_lob,,m/mtl_mp_headgear_02us,,chen,,,,,,,,
mp_headgear_02us_clark,hat,35,35,0,,mp_headgear_02us_clark_lob,,m/mtl_mp_headgear_02us,,clark,,,,,,,,
mp_headgear_02us_cormack,hat,35,35,0,,mp_headgear_02us_cormack_lob,,m/mtl_mp_headgear_02us,,cormack,,,,,,,,
mp_headgear_02us_coyle,hat,35,35,0,,mp_headgear_02us_coyle_lob,,m/mtl_mp_headgear_02us,,coyle,,,,,,,,
mp_headgear_02us_davis,hat,35,35,0,,mp_headgear_02us_davis_lob,,m/mtl_mp_headgear_02us,,davis,,,,,,,,
mp_headgear_02us_gideon,hat,35,35,0,,mp_headgear_02us_gideon_lob,,m/mtl_mp_headgear_02us,,gideon,,,,,,,,
mp_headgear_02us_gots,hat,35,35,0,,mp_headgear_02us_gots_lob,,m/mtl_mp_headgear_02us,,illana,,,,,,,,
mp_headgear_02us_hanks,hat,35,35,0,,mp_headgear_02us_hanks_lob,,m/mtl_mp_headgear_02us,,hanks,,,,,,,,
mp_headgear_02us_kang,hat,35,35,0,,mp_headgear_02us_kang_lob,,m/mtl_mp_headgear_02us,,kang,,,,,,,,
mp_headgear_02us_kva,hat,35,35,0,,mp_headgear_02us_kva_lob,,m/mtl_mp_headgear_02us,,kva_head,,,,,,,,
mp_headgear_02us_lee,hat,35,35,0,,mp_headgear_02us_lee_lob,,m/mtl_mp_headgear_02us,,lee,,,,,,,,
mp_headgear_02us_martin,hat,35,35,0,,mp_headgear_02us_martin_lob,,m/mtl_mp_headgear_02us,,martin,,,,,,,,
mp_headgear_02us_pas,hat,35,35,0,,mp_headgear_02us_pas_lob,,m/mtl_mp_headgear_02us,,pas,,,,,,,,
mp_headgear_02us_waters,hat,35,35,0,,mp_headgear_02us_waters_lob,,m/mtl_mp_headgear_02us,,waters,,,,,,,,
mp_headgear_02us_young,hat,35,35,0,,mp_headgear_02us_young_lob,,m/mtl_mp_headgear_02us,,young,,,,,,,,
mp_headgear_32g,hat,36,40,0,,mp_headgear_32g_lob,,m/mtl_mp_headgear_32g,,!female,,,,,,,,
mp_headgear_f_32g,hat,36,40,0,,mp_headgear_f_32g_lob,,m/mtl_mp_headgear_32g,,female,,,,,,,,
mp_headgear_40a_barton,hat,37,41,0,,mp_headgear_40a_barton_lob,,m/mtl_mp_headgear_40a,,barton,,,,,,,,
mp_headgear_40a_basara,hat,37,41,0,,mp_headgear_40a_basara_lob,,m/mtl_mp_headgear_40a,,basara,,,,,,,,
mp_headgear_40a_chen,hat,37,41,0,,mp_headgear_40a_chen_lob,,m/mtl_mp_headgear_40a,,chen,,,,,,,,
mp_headgear_40a_clark,hat,37,41,0,,mp_headgear_40a_clark_lob,,m/mtl_mp_headgear_40a,,clark,,,,,,,,
mp_headgear_40a_cormack,hat,37,41,0,,mp_headgear_40a_cormack_lob,,m/mtl_mp_headgear_40a,,cormack,,,,,,,,
mp_headgear_40a_coyle,hat,37,41,0,,mp_headgear_40a_coyle_lob,,m/mtl_mp_headgear_40a,,coyle,,,,,,,,
mp_headgear_40a_davis,hat,37,41,0,,mp_headgear_40a_davis_lob,,m/mtl_mp_headgear_40a,,davis,,,,,,,,
mp_headgear_40a_gideon,hat,37,41,0,,mp_headgear_40a_gideon_lob,,m/mtl_mp_headgear_40a,,gideon,,,,,,,,
