col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43
ch_kills_iw5_maaws,CHALLENGE_PLAYER_KILLS,CHALLENGE_PLAYER_KILLS_DESC,,1,challenge_iw5_maaws,0,,,10,500,20,1000,30,1500,50,2500,75,5000,,,,,,,,,336,,,,,,,,,,,,,,,ch_mastery_iw5_maaws,
ch_vehicle_iw5_maaws,CHALLENGE_VEHICLE_KILLS,CHALLENGE_VEHICLE_KILLS_DESC,,1,challenge_iw5_maaws,0,,,5,500,10,1000,15,1500,20,2000,25,2500,,,,,,,,,337,,,,,,,,,,,,,,,ch_mastery_iw5_maaws,
ch_uav_iw5_maaws,CHALLENGE_UAV_KILLS,CHALLENGE_UAV_KILLS_DESC,,1,challenge_iw5_maaws,0,,,10,3000,,,,,,,,,,,,,,,,,339,,,,,,,,,,,,,,,ch_mastery_iw5_maaws,
ch_warbird_iw5_maaws,CHALLENGE_WARBIRD_KILLS,CHALLENGE_WARBIRD_KILLS_DESC,,1,challenge_iw5_maaws,0,,,5,3000,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,ch_mastery_iw5_maaws,
ch_paladin_iw5_maaws,CHALLENGE_PALADIN_KILLS,CHALLENGE_PALADIN_KILLS_DESC,,1,challenge_iw5_maaws,0,,,3,3000,,,,,,,,,,,,,,,,,341,,,,,,,,,,,,,,,ch_mastery_iw5_maaws,
ch_drone_iw5_maaws,CHALLENGE_DRONE_KILLS,CHALLENGE_DRONE_KILLS_DESC,,1,challenge_iw5_maaws,0,,,5,3000,,,,,,,,,,,,,,,,,342,,,,,,,,,,,,,,,ch_mastery_iw5_maaws,
ch_goliath_iw5_maaws,CHALLENGE_GOLIATH_KILLS,CHALLENGE_GOLIATH_KILLS_DESC,,1,challenge_iw5_maaws,0,,,5,3000,,,,,,,,,,,,,,,,,343,,,,,,,,,,,,,,,ch_mastery_iw5_maaws,
ch_mastery_iw5_maaws,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_maaws,0,,,7,5000,,,,,,,,,,,,,,,,,344,,,,,,,,,,,,,,,ch_camo_mastery_launcher,
ch_kills_iw5_microdronelauncher,CHALLENGE_PLAYER_KILLS,CHALLENGE_PLAYER_KILLS_DESC,,1,challenge_iw5_microdrone,0,,,5,500,10,1000,15,1500,20,2500,30,5000,,,,,,,,,345,,,,,,,,,,,,,,,ch_mastery_iw5_microdronelauncher,
ch_hip_iw5_microdronelauncher,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_microdrone,0,,,5,500,10,1000,15,1500,20,2500,30,5000,,,,,,,,,346,,,,,,,,,,,,,,,ch_mastery_iw5_microdronelauncher,
ch_double_iw5_microdronelauncher,CHALLENGE_CAMO_DOUBLEPLAY,CHALLENGE_CAMO_DOUBLEPLAY_DESC,,1,challenge_iw5_microdrone,0,,,10,500,,,,,,,,,,,,,,,,,348,,,,,,,,,,,,,,,ch_mastery_iw5_microdronelauncher,
ch_triple_iw5_microdronelauncher,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_microdrone,0,,,5,500,,,,,,,,,,,,,,,,,349,,,,,,,,,,,,,,,ch_mastery_iw5_microdronelauncher,
ch_impact_iw5_microdronelauncher,CHALLENGE_IMPACT_KILLS,CHALLENGE_IMPACT_KILLS_DESC,,1,challenge_iw5_microdrone,0,,,5,500,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,ch_mastery_iw5_microdronelauncher,
ch_noperk_iw5_microdronelauncher,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_microdrone,0,,,25,500,50,1000,,,,,,,,,,,,,,,352,,,,,,,,,,,,,,,ch_mastery_iw5_microdronelauncher,
ch_mastery_iw5_microdronelauncher,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_microdrone,0,,,6,5000,,,,,,,,,,,,,,,,,353,,,,,,,,,,,,,,,ch_camo_mastery_special,
ch_longshot_iw5_exocrossbow,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_exocrossbow,0,,,5,500,10,1000,15,1500,20,2500,25,5000,,,,,,,,,354,,,,,,,,,,,,,,,ch_mastery_iw5_exocrossbow,
ch_hip_iw5_exocrossbow,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_exocrossbow,0,,,5,500,10,1000,15,1500,20,2500,25,5000,,,,,,,,,355,,,,,,,,,,,,,,,ch_mastery_iw5_exocrossbow,
ch_double_iw5_exocrossbow,CHALLENGE_CAMO_DOUBLEPLAY,CHALLENGE_CAMO_DOUBLEPLAY_DESC,,1,challenge_iw5_exocrossbow,0,,,10,3000,,,,,,,,,,,,,,,,,357,,,,,,,,,,,,,,,ch_mastery_iw5_exocrossbow,
ch_strafe_iw5_exocrossbow,CHALLENGE_DEATHFROMABOVE,CHALLENGE_DEATHFROMABOVE_DESC,,1,challenge_iw5_exocrossbow,0,,,10,3000,,,,,,,,,,,,,,,,,358,,,,,,,,,,,,,,,ch_mastery_iw5_exocrossbow,
ch_skeet_iw5_exocrossbow,CHALLENGE_DAY_AT_RANGE,CHALLENGE_DAY_AT_RANGE_DESC,,1,challenge_iw5_exocrossbow,0,,,10,3000,,,,,,,,,,,,,,,,,359,,,,,,,,,,,,,,,ch_mastery_iw5_exocrossbow,
ch_barebone_iw5_exocrossbow,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_exocrossbow,0,,,75,3000,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,ch_mastery_iw5_exocrossbow,
ch_noperk_iw5_exocrossbow,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_exocrossbow,0,,,50,3000,,,,,,,,,,,,,,,,,361,,,,,,,,,,,,,,,ch_mastery_iw5_exocrossbow,
ch_mastery_iw5_exocrossbow,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_exocrossbow,0,,,7,5000,,,,,,,,,,,,,,,,,362,,,,,,,,,,,,,,,ch_camo_mastery_special,
ch_tier1_1_iw5_dlcgun1,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_dlcgun1,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,363,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun1,
ch_tier1_2_iw5_dlcgun1,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_dlcgun1,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,364,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun1,
ch_tier2_1_iw5_dlcgun1,CHALLENGE_DEATHFROMABOVE,CHALLENGE_DEATHFROMABOVE_DESC,,1,challenge_iw5_dlcgun1,0,,,40,3000,,,,,,,,,,,,,,,,,366,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun1,
ch_tier2_2_iw5_dlcgun1,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_dlcgun1,0,,,10,3000,,,,,,,,,,,,,,,,,367,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun1,
ch_tier2_3_iw5_dlcgun1,CHALLENGE_MISSEDME,CHALLENGE_MISSEDME_DESC,,1,challenge_iw5_dlcgun1,0,,,40,3000,,,,,,,,,,,,,,,,,368,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun1,
ch_tier2_4_iw5_dlcgun1,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_dlcgun1,0,,,200,3000,,,,,,,,,,,,,,,,,369,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun1,
ch_tier2_5_iw5_dlcgun1,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_dlcgun1,0,,,150,3000,,,,,,,,,,,,,,,,,370,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun1,
ch_mastery_iw5_dlcgun1,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_dlcgun1,0,,,7,5000,,,,,,,,,,,,,,,,,371,,,,,,,,,,,,,,,,
ch_tier1_1_iw5_dlcgun2,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_dlcgun2,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,372,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun2,
ch_tier1_2_iw5_dlcgun2,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_dlcgun2,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,373,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun2,
ch_tier2_1_iw5_dlcgun2,CHALLENGE_DEATHFROMABOVE,CHALLENGE_DEATHFROMABOVE_DESC,,1,challenge_iw5_dlcgun2,0,,,40,3000,,,,,,,,,,,,,,,,,376,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun2,
ch_tier2_2_iw5_dlcgun2,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_dlcgun2,0,,,10,3000,,,,,,,,,,,,,,,,,375,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun2,
ch_tier2_3_iw5_dlcgun2,CHALLENGE_DAY_AT_RANGE,CHALLENGE_DAY_AT_RANGE_DESC,,1,challenge_iw5_dlcgun2,0,,,40,3000,,,,,,,,,,,,,,,,,377,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun2,
ch_tier2_4_iw5_dlcgun2,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_dlcgun2,0,,,200,3000,,,,,,,,,,,,,,,,,378,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun2,
ch_tier2_5_iw5_dlcgun2,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_dlcgun2,0,,,150,3000,,,,,,,,,,,,,,,,,379,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun2,
ch_mastery_iw5_dlcgun2,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_dlcgun2,0,,,7,5000,,,,,,,,,,,,,,,,,380,,,,,,,,,,,,,,,,
ch_tier1_1_iw5_dlcgun3,CHALLENGE_CAMO_POINTBLANK,CHALLENGE_CAMO_POINTBLANK_DESC,,1,challenge_iw5_dlcgun3,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,381,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun3,
ch_tier1_2_iw5_dlcgun3,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_dlcgun3,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,382,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun3,
ch_tier2_1_iw5_dlcgun3,CHALLENGE_CAMO_WOOWHO,CHALLENGE_CAMO_WOOWHO_DESC,,1,challenge_iw5_dlcgun3,0,,,40,3000,,,,,,,,,,,,,,,,,383,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun3,
ch_tier2_3_iw5_dlcgun3,CHALLENGE_MISSEDME,CHALLENGE_MISSEDME_DESC,,1,challenge_iw5_dlcgun3,0,,,40,3000,,,,,,,,,,,,,,,,,384,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun3,
ch_tier2_4_iw5_dlcgun3,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_dlcgun3,0,,,100,1500,200,3000,,,,,,,,,,,,,,,385,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun3,
ch_tier2_5_iw5_dlcgun3,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_dlcgun3,0,,,150,3000,,,,,,,,,,,,,,,,,386,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun3,
ch_mastery_iw5_dlcgun3,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_dlcgun3,0,,,6,5000,,,,,,,,,,,,,,,,,387,,,,,,,,,,,,,,,,
ch_tier1_1_iw5_dlcgun4,CHALLENGE_CAMO_POINTBLANK,CHALLENGE_CAMO_POINTBLANK_DESC,,1,challenge_iw5_dlcgun4,0,,,5,500,10,1000,20,1500,30,2500,40,5000,,,,,,,,,390,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun4,
ch_tier1_2_iw5_dlcgun4,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_dlcgun4,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,391,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun4,
ch_tier2_1_iw5_dlcgun4,CHALLENGE_CAMO_AIRTOAIR,CHALLENGE_CAMO_AIRTOAIR_DESC,,1,challenge_iw5_dlcgun4,0,,,10,3000,,,,,,,,,,,,,,,,,393,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun4,
ch_tier2_2_iw5_dlcgun4,CHALLENGE_CAMO_ONESHOT,CHALLENGE_CAMO_ONESHOT_DESC,,1,challenge_iw5_dlcgun4,0,,,40,3000,,,,,,,,,,,,,,,,,394,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun4,
ch_tier2_3_iw5_dlcgun4,CHALLENGE_CAMO_WOOWHO,CHALLENGE_CAMO_WOOWHO_DESC,,1,challenge_iw5_dlcgun4,0,,,20,3000,,,,,,,,,,,,,,,,,395,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun4,
ch_tier2_4_iw5_dlcgun4,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_dlcgun4,0,,,200,3000,,,,,,,,,,,,,,,,,396,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun4,
ch_tier2_5_iw5_dlcgun4,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_dlcgun4,0,,,150,3000,,,,,,,,,,,,,,,,,397,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun4,
ch_mastery_iw5_dlcgun4,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_dlcgun4,0,,,7,5000,,,,,,,,,,,,,,,,,398,,,,,,,,,,,,,,,,
ch_tier1_1_iw5_dlcgun5,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_stg44,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,399,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun5,
ch_tier1_2_iw5_dlcgun5,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_stg44,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,400,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun5,
ch_tier2_1_iw5_dlcgun5,CHALLENGE_DEATHFROMABOVE,CHALLENGE_DEATHFROMABOVE_DESC,,1,challenge_iw5_stg44,0,,,40,3000,,,,,,,,,,,,,,,,,402,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun5,
ch_tier2_2_iw5_dlcgun5,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_stg44,0,,,10,3000,,,,,,,,,,,,,,,,,403,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun5,
ch_tier2_3_iw5_dlcgun5,CHALLENGE_MISSEDME,CHALLENGE_MISSEDME_DESC,,1,challenge_iw5_stg44,0,,,40,3000,,,,,,,,,,,,,,,,,404,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun5,
ch_tier2_4_iw5_dlcgun5,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_stg44,0,,,200,3000,,,,,,,,,,,,,,,,,405,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun5,
ch_tier2_5_iw5_dlcgun5,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_stg44,0,,,150,3000,,,,,,,,,,,,,,,,,406,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun5,
ch_mastery_iw5_dlcgun5,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_stg44,0,,,7,5000,,,,,,,,,,,,,,,,,407,,,,,,,,,,,,,,,,
ch_tier1_1_iw5_dlcgun6,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_dragunov,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,408,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun6,
ch_tier1_2_iw5_dlcgun6,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_dragunov,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,409,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun6,
ch_tier2_2_iw5_dlcgun6,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_dragunov,0,,,5,1500,15,3000,,,,,,,,,,,,,,,412,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun6,
ch_tier2_3_iw5_dlcgun6,CHALLENGE_CAMO_DOUBLEPLAY,CHALLENGE_CAMO_DOUBLEPLAY_DESC,,1,challenge_iw5_dragunov,0,,,5,3000,,,,,,,,,,,,,,,,,413,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun6,
ch_tier2_4_iw5_dlcgun6,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_dragunov,0,,,125,3000,,,,,,,,,,,,,,,,,414,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun6,
ch_tier2_5_iw5_dlcgun6,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_dragunov,0,,,100,3000,,,,,,,,,,,,,,,,,415,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun6,
ch_mastery_iw5_dlcgun6,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_dragunov,0,,,6,5000,,,,,,,,,,,,,,,,,416,,,,,,,,,,,,,,,,
ch_tier1_1_iw5_dlcgun7,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_ak47,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,417,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun7,
ch_tier1_2_iw5_dlcgun7,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_ak47,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,418,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun7,
ch_tier2_1_iw5_dlcgun7,CHALLENGE_DEATHFROMABOVE,CHALLENGE_DEATHFROMABOVE_DESC,,1,challenge_iw5_ak47,0,,,40,3000,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun7,
ch_tier2_2_iw5_dlcgun7,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_ak47,0,,,10,3000,,,,,,,,,,,,,,,,,421,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun7,
ch_tier2_3_iw5_dlcgun7,CHALLENGE_MISSEDME,CHALLENGE_MISSEDME_DESC,,1,challenge_iw5_ak47,0,,,40,3000,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun7,
ch_tier2_4_iw5_dlcgun7,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_ak47,0,,,200,3000,,,,,,,,,,,,,,,,,423,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun7,
ch_tier2_5_iw5_dlcgun7,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_ak47,0,,,150,3000,,,,,,,,,,,,,,,,,424,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun7,
ch_mastery_iw5_dlcgun7,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_ak47,0,,,7,5000,,,,,,,,,,,,,,,,,425,,,,,,,,,,,,,,,,
ch_tier1_1_iw5_dlcgun8,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_m16,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,426,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun8,
ch_tier1_2_iw5_dlcgun8,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_m16,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,427,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun8,
ch_tier2_1_iw5_dlcgun8,CHALLENGE_DEATHFROMABOVE,CHALLENGE_DEATHFROMABOVE_DESC,,1,challenge_iw5_m16,0,,,40,3000,,,,,,,,,,,,,,,,,429,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun8,
ch_tier2_2_iw5_dlcgun8,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_m16,0,,,10,3000,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun8,
ch_tier2_3_iw5_dlcgun8,CHALLENGE_MISSEDME,CHALLENGE_MISSEDME_DESC,,1,challenge_iw5_m16,0,,,40,3000,,,,,,,,,,,,,,,,,431,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun8,
ch_tier2_4_iw5_dlcgun8,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_m16,0,,,200,3000,,,,,,,,,,,,,,,,,432,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun8,
ch_tier2_5_iw5_dlcgun8,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_m16,0,,,150,3000,,,,,,,,,,,,,,,,,433,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun8,
ch_mastery_iw5_dlcgun8,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_m16,0,,,7,5000,,,,,,,,,,,,,,,,,434,,,,,,,,,,,,,,,,
ch_tier1_1_iw5_dlcgun9,CHALLENGE_CAMO_POINTBLANK,CHALLENGE_CAMO_POINTBLANK_DESC,,1,challenge_iw5_cel3,0,,,5,500,10,1000,20,1500,30,2500,40,5000,,,,,,,,,435,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun9,
ch_tier1_2_iw5_dlcgun9,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_cel3,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,436,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun9,
ch_tier2_1_iw5_dlcgun9,CHALLENGE_CAMO_AIRTOAIR,CHALLENGE_CAMO_AIRTOAIR_DESC,,1,challenge_iw5_cel3,0,,,10,3000,,,,,,,,,,,,,,,,,438,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun9,
ch_tier2_2_iw5_dlcgun9,CHALLENGE_CAMO_ONESHOT,CHALLENGE_CAMO_ONESHOT_DESC,,1,challenge_iw5_cel3,0,,,40,3000,,,,,,,,,,,,,,,,,439,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun9,
ch_tier2_3_iw5_dlcgun9,CHALLENGE_CAMO_WOOWHO,CHALLENGE_CAMO_WOOWHO_DESC,,1,challenge_iw5_cel3,0,,,20,3000,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun9,
ch_tier2_4_iw5_dlcgun9,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_cel3,0,,,200,3000,,,,,,,,,,,,,,,,,441,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun9,
ch_tier2_5_iw5_dlcgun9,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_cel3,0,,,150,3000,,,,,,,,,,,,,,,,,442,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun9,
ch_mastery_iw5_dlcgun9,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_cel3,0,,,7,5000,,,,,,,,,,,,,,,,,443,,,,,,,,,,,,,,,,
ch_tier1_1_iw5_dlcgun10,CHALLENGE_CAMO_POINTBLANK,CHALLENGE_CAMO_POINTBLANK_DESC,,1,challenge_iw5_1911,0,,,10,500,15,1000,20,1500,25,2500,30,5000,,,,,,,,,444,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun10,
ch_tier1_2_iw5_dlcgun10,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_1911,0,,,10,500,15,1000,20,1500,25,2500,30,5000,,,,,,,,,445,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun10,
ch_tier2_1_iw5_dlcgun10,CHALLENGE_CAMO_WOOWHO,CHALLENGE_CAMO_WOOWHO_DESC,,1,challenge_iw5_1911,0,,,10,3000,,,,,,,,,,,,,,,,,447,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun10,
ch_tier2_2_iw5_dlcgun10,CHALLENGE_MISSEDME,CHALLENGE_MISSEDME_DESC,,1,challenge_iw5_1911,0,,,10,3000,,,,,,,,,,,,,,,,,448,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun10,
ch_tier2_3_iw5_dlcgun10,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_1911,0,,,25,3000,50,3000,,,,,,,,,,,,,,,449,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun10,
ch_tier2_4_iw5_dlcgun10,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_1911,0,,,25,3000,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,ch_mastery_iw5_dlcgun10,
ch_mastery_iw5_dlcgun10,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_1911,0,,,6,5000,,,,,,,,,,,,,,,,,452,,,,,,,,,,,,,,,,
