a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,p16,r17,s18,t19,u20,v21,w22,x23,y24,z25,aa26,bb27,cc28,dd29,ee30,ff31,gg32,hh33,ii34,jj35,kk36,ll37,mm38,mm39,nn40,oo41,pp42,qq43,rr44,ss45,tt46,uu47,vv48,ww49,xx50,yy51,zz52,aaa53,bbb54,ccc55,ddd56,eee57,fff58,ggg59,hhh60,iii61,jjj62,kkk63,lll64,mmm65
3475,8095,costume,LOOT_NIGERIAN_ARMY_KNEEPADS_1,kneeshin20_1,,s1_cao_image_kneepad_06a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6802004,,,challenge,1,,0,0,,,,0,,2700,,,
3476,8096,costume,LOOT_NIGERIAN_ARMY_KNEEPADS_2,kneeshin20_2,,s1_cao_image_kneepad_06a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6804004,,,loot,1,,0,0,,,,2,1,2800,,1,
2576,7170,costume,LOOT_ATLAS_KNEEPADS,kneeshin16,,s1_cao_image_kneepad_02a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6800005,,,,0,,0,0,,,,0,,2900,,,
2651,7189,costume,LOOT_PMC_SHINGUARDS,kneeshin23,,s1_cao_image_shinguards_07a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6800006,,,challenge,1,,0,0,,,,0,,3000,,,
3477,8097,costume,LOOT_PMC_SHINGUARDS_1,kneeshin23_1,,s1_cao_image_shinguards_07a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6802006,,,challenge,1,,0,0,,,,0,,3100,,,
3478,8098,costume,LOOT_PMC_SHINGUARDS_2,kneeshin23_2,,s1_cao_image_shinguards_07a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6804006,,,loot,1,,0,0,,,,4,1,3200,,1,
3479,8099,costume,LOOT_PMC_SHINGUARDS_3,kneeshin23_3,,s1_cao_image_shinguards_07a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6806006,,,loot,1,,0,0,,,,2,1,3300,,1,
3480,8100,costume,LOOT_PMC_SHINGUARDS_4,kneeshin23_4,,s1_cao_image_shinguards_07a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6808006,,,loot,1,,0,0,,,,1,1,3400,,1,
3481,8101,costume,LOOT_PMC_SHINGUARDS_5,kneeshin23_5,,s1_cao_image_shinguards_pmc_07_1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x680A006,,,loot,1,,0,0,,,,2,1,3405,,1,
3482,8102,costume,LOOT_PMC_SHINGUARDS_6,kneeshin23_6,,s1_cao_image_shinguards_pmc_07_1_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x680C006,,,loot,1,,0,0,,,,3,1,3410,,1,
2587,3270,costume,LOOT_ATLAS_ELITE_SHINS,kneeshin5,,s1_cao_image_shinguards_02a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6800007,,,loot,1,,0,0,,,,2,1,3500,,1,
3483,8103,costume,LOOT_ATLAS_ELITE_SHINS_1,kneeshin5_1,,s1_cao_image_shinguards_02a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6804007,,,challenge,1,,0,0,,,,0,,3600,,,
3484,8104,costume,LOOT_ATLAS_ELITE_SHINS_2,kneeshin5_2,,s1_cao_image_shinguards_02a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6806007,,,challenge,1,,0,0,,,,0,,3700,,,
3485,8105,costume,LOOT_ATLAS_ELITE_SHINS_3,kneeshin5_3,,s1_cao_image_shinguards_02a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6808007,,,loot,1,,0,0,,,,2,1,3800,,1,
3486,8106,costume,LOOT_ATLAS_ELITE_SHINS_4,kneeshin5_4,,s1_cao_image_shinguards_02a_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x680A007,,,loot,1,,0,0,,,,2,1,3900,,1,
3487,8107,costume,LOOT_ATLAS_ELITE_SHINS_5,kneeshin5_5,,s1_cao_image_shinguards_02a_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x680C007,,,loot,1,,0,0,,,,2,1,4000,,1,
3488,8108,costume,LOOT_ATLAS_ELITE_SHINS_6,kneeshin5_6,,s1_cao_image_shinguards_02a_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x680E007,,,atvi_entitlement,1,,0,0,,,,0,,4100,,,
2582,3268,costume,LOOT_NORTH_KOREAN_ARMY_KNEEPADS,kneeshin3,,s1_cao_image_kneepad_05a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6800008,,,loot,1,,0,0,,,,0,1,4200,,1,
3489,8109,costume,LOOT_NORTH_KOREAN_ARMY_KNEEPADS_1,kneeshin3_1,,s1_cao_image_kneepad_05a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6802008,,,loot,1,,0,0,,,,1,1,4300,,1,
3490,8110,costume,LOOT_NORTH_KOREAN_ARMY_KNEEPADS_2,kneeshin3_2,,s1_cao_image_kneepad_05a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6804008,,,loot,1,,0,0,,,,2,1,4400,,1,
3491,8111,costume,LOOT_NORTH_KOREAN_ARMY_KNEEPADS_3,kneeshin3_3,,s1_cao_image_kneepad_05a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6806008,,,atvi_entitlement,1,,0,0,,,,0,,4500,,,
3492,8112,costume,LOOT_NORTH_KOREAN_ARMY_KNEEPADS_4,kneeshin3_4,,s1_cao_image_kneepads_05a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6808008,,,loot,1,,0,0,,,,2,1,4505,,1,
3493,8113,costume,LOOT_NORTH_KOREAN_ARMY_KNEEPADS_5,kneeshin3_5,,s1_cao_image_kneepads_05a_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x680A008,,,loot,1,,0,0,,,,2,1,4510,,1,
2646,7184,costume,LOOT_MARINE_C_KNEEPADS,kneeshin21,,s1_cao_image_kneepad_09a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6800009,,,loot,1,,0,0,,,,0,1,4600,,1,
2589,3262,costume,LOOT_ATLAS_ASSAULT,gear1,,s1_cao_image_loadout_assault_atlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6700001,,,,0,,0,0,,,,0,,0,,,
3494,8114,costume,LOOT_ATLAS_ASSAULT_1,gear1_1,,s1_cao_image_loadout_assault_atlas_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6702001,,,loot,1,,0,0,,,,2,1,100,,1,
3495,8115,costume,LOOT_ATLAS_ASSAULT_2,gear1_2,,s1_cao_image_loadout_assault_atlas_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6704001,,,loot,1,,0,0,,,,2,1,200,,1,
3496,8116,costume,LOOT_ATLAS_ASSAULT_3,gear1_3,,s1_cao_image_loadout_assault_atlas_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6706001,,,loot,1,,0,0,,,,1,1,300,,1,
3497,8117,costume,LOOT_ATLAS_ASSAULT_4,gear1_4,,s1_cao_image_loadout_assault_atlas_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6708001,,,atvi_entitlement,1,,0,0,,,,0,,400,,,
3498,8118,costume,LOOT_ATLAS_ASSAULT_5,gear1_5,,s1_cao_image_loadout_assault_atlas_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670A001,,,challenge,1,,0,0,,,,0,,500,,,
3499,8119,costume,LOOT_ATLAS_ASSAULT_6,gear1_6,,s1_cao_image_loadout_assault_atlas_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670C001,,,loot,1,,0,0,,,,2,1,600,,1,
3500,8120,costume,LOOT_ATLAS_ASSAULT_7,gear1_7,,s1_cao_image_loadout_assault_atlas_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670E001,,,challenge,1,,0,0,,,,0,,700,,,
2670,7208,costume,LOOT_NIERIAN_2,gear22,,s1_cao_image_loadout_37a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670000A,,,loot,1,,0,0,,,,2,1,800,,1,
2672,7210,costume,LOOT_ATLAS_SECURITY_GEAR,gear23,,s1_cao_image_loadout_31a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670000B,,,loot,1,,0,0,,,,1,1,900,,1,
2673,7211,costume,LOOT_KVA_SHOTGUN_GEAR,gear24,,s1_cao_image_loadout_33a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670000C,,,loot,1,,0,0,,,,0,1,1000,,1,
3501,8121,costume,LOOT_KVA_SHOTGUN_GEAR_1,gear24_1,,s1_cao_image_loadout_33a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670200C,,,loot,1,,0,0,,,,1,1,1100,,1,
2600,3264,costume,LOOT_SENTINEL_ASSAULT,gear3,,s1_cao_image_loadout_assault_sentinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670000D,,,,1,,0,0,,,,0,,1200,,,
3502,8122,costume,LOOT_SENTINEL_ASSAULT_1,gear3_1,,s1_cao_image_loadout_assault_sentinel_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670200D,,,loot,1,,0,0,,,,4,1,1300,,1,
3503,8123,costume,LOOT_SENTINEL_ASSAULT_2,gear3_2,,s1_cao_image_loadout_assault_sentinel_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670400D,,,loot,1,,0,0,,,,0,1,1400,,1,
3504,8124,costume,LOOT_SENTINEL_ASSAULT_3,gear3_3,,s1_cao_image_loadout_assault_sentinel_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670600D,,,loot,1,,0,0,,,,0,1,1500,,1,
3505,8125,costume,LOOT_SENTINEL_ASSAULT_4,gear3_4,,s1_cao_image_loadout_assault_sentinel_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670800D,,,loot,1,,0,0,,,,1,1,1600,,1,
3506,8126,costume,LOOT_SENTINEL_ASSAULT_5,gear3_5,,s1_cao_image_loadout_assault_sentinel_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670A00D,,,loot,1,,0,0,,,,3,1,1700,,1,
2597,7148,costume,LOOT_MARINE_SHOTGUN,gear17,,s1_cao_image_loadout_marine_20a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670000E,,,loot,1,,0,0,,,,0,1,1800,,1,
2599,3263,costume,LOOT_KVA_ASSAULT,gear2,,s1_cao_image_loadout_assault_kva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670000F,,,loot,1,,0,0,,,,0,1,1900,,1,
3507,8127,costume,LOOT_KVA_ASSAULT_1,gear2_1,,s1_cao_image_loadout_assault_kva_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670200F,,,loot,1,,0,0,,,,2,1,2000,,1,
2665,7203,costume,LOOT_ATLAS_RECON,gear20,,s1_cao_image_loadout_27a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6700010,,,loot,1,,0,0,,,,0,1,2100,,1,
3508,8128,costume,LOOT_ATLAS_RECON_1,gear20_1,,s1_cao_image_loadout_27_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6702010,,,loot,1,,0,0,,,,2,1,2105,,1,
2604,7123,costume,LOOT_NIGERIAN_ARMY_ASSAULT,gear7,,s1_cao_image_loadout_08a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6700011,,,loot,1,,0,0,,,,0,1,2200,,1,
3509,8129,costume,LOOT_NIGERIAN_ARMY_ASSAULT_1,gear7_1,,s1_cao_image_loadout_08a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6702011,,,loot,1,,0,0,,,,4,1,2300,,1,
3510,8130,costume,LOOT_NIGERIAN_ARMY_ASSAULT_2,gear7_2,,s1_cao_image_loadout_08a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6704011,,,loot,1,,0,0,,,,2,1,2305,,1,
2595,7146,costume,LOOT_MARINE_SMG,gear15,,s1_cao_image_loadout_marine_18a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6700002,,,loot,1,,0,0,,,,0,1,2400,,1,
2598,7167,costume,LOOT_SENTINEL_COVERT_ASSAULT,gear18,,s1_cao_image_loadout_05a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6700003,,,challenge,1,,0,0,,,,0,,2500,,,
3511,8131,costume,LOOT_SENTINEL_COVERT_ASSAULT_1,gear18_1,,s1_cao_image_loadout_05a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6702003,,,loot,1,,0,0,,,,3,1,2600,,1,
3512,8132,costume,LOOT_SENTINEL_COVERT_ASSAULT_2,gear18_2,,s1_cao_image_loadout_05a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6704003,,,loot,1,,0,0,,,,2,1,2700,,1,
3513,8133,costume,LOOT_SENTINEL_COVERT_ASSAULT_3,gear18_3,,s1_cao_image_loadout_05a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6706003,,,challenge,1,,0,0,,,,0,,2800,,,
3514,8134,costume,LOOT_SENTINEL_COVERT_ASSAULT_4,gear18_4,,s1_cao_image_loadout_05a_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6708003,,,loot,1,,0,0,,,,2,1,2900,,1,
3515,8135,costume,LOOT_SENTINEL_COVERT_ASSAULT_5,gear18_5,,s1_cao_image_loadout_05a_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670A003,,,loot,1,,0,0,,,,2,1,2905,,1,
2601,3265,costume,LOOT_ATLAS_SECURITY,gear4,,s1_cao_image_loadout_21a_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6700004,,,loot,1,,0,0,,,,4,1,3000,,1,
3516,8136,costume,LOOT_ATLAS_SECURITY_1,gear4_1,,s1_cao_image_loadout_21a_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6702004,,,challenge,1,,0,0,,,,0,,3100,,,
3517,8137,costume,LOOT_ATLAS_SECURITY_2,gear4_2,,s1_cao_image_loadout_21a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6704004,,,challenge,1,,0,0,,,,0,,3200,,,
3518,8138,costume,LOOT_ATLAS_SECURITY_3,gear4_3,,s1_cao_image_loadout_21a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6706004,,,loot,1,,0,0,,,,2,1,3300,,1,
3519,8139,costume,LOOT_ATLAS_SECURITY_4,gear4_4,,s1_cao_image_loadout_21a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6708004,,,loot,1,,0,0,,,,0,1,3400,,1,
3520,8140,costume,LOOT_ATLAS_SECURITY_5,gear4_5,,s1_cao_image_loadout_21a_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670A004,,,loot,1,,0,0,,,,2,1,3405,,1,
3521,8141,costume,LOOT_ATLAS_SECURITY_6,gear4_6,,s1_cao_image_loadout_21a_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670C004,,,entitlement,1,,0,0,,,,2,,3410,,,
3522,8142,costume,LOOT_ATLAS_SECURITY_7,gear4_7,,s1_cao_image_loadout_21a_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670E004,,,loot,1,,0,0,,,,2,1,3415,,1,
2602,7018,costume,LOOT_PMC_ASSAULT,gear5,,s1_cao_image_loadout_07a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6700005,,,,0,,0,0,,,,0,,3500,,,
3523,8143,costume,LOOT_PMC_ASSAULT_1,gear5_1,,s1_cao_image_loadout_07a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6702005,,,loot,1,,0,0,,,,1,1,3600,,1,
3524,8144,costume,LOOT_PMC_ASSAULT_2,gear5_2,,s1_cao_image_loadout_07a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6704005,,,loot,1,,0,0,,,,1,1,3700,,1,
3525,8145,costume,LOOT_PMC_ASSAULT_3,gear5_3,,s1_cao_image_loadout_07a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6706005,,,challenge,1,,0,0,,,,0,,3800,,,
3526,8146,costume,LOOT_PMC_ASSAULT_4,gear5_4,,s1_cao_image_loadout_07a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6708005,,,challenge,1,,0,0,,,,2,1,3900,,1,
3527,8147,costume,LOOT_PMC_ASSAULT_5,gear5_5,,s1_cao_image_loadout_07a_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670A005,,,loot,1,,0,0,,,,2,1,3905,,1,
2596,7147,costume,LOOT_MARINE_ASSAULT,gear16,,s1_cao_image_loadout_marine_19a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6700006,,,loot,1,,0,0,,,,0,1,4000,,1,
3528,8148,costume,LOOT_MARINE_ASSAULT_1,gear16_1,,s1_cao_image_loadout_marine_19a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6702006,,,loot,1,,0,0,,,,1,1,4100,,1,
3529,8149,costume,LOOT_MARINE_ASSAULT_2,gear16_2,,s1_cao_image_loadout_marine_19a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6704006,,,loot,1,,0,0,,,,1,1,4200,,1,
3530,8150,costume,LOOT_MARINE_ASSAULT_3,gear16_3,,s1_cao_image_loadout_marine_19a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6706006,,,atvi_entitlement,1,,0,0,,,,0,,4300,,,
3531,8151,costume,LOOT_MARINE_ASSAULT_4,gear16_4,,s1_cao_image_loadout_marine_19a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6708006,,,loot,1,,0,0,,,,2,1,4400,,1,
2663,7201,costume,LOOT_MPUI_GEAR_STYLE5,gear19,,s1_cao_image_loadout_29a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6700007,,,loot,1,,0,0,,,,2,1,4500,,1,
3532,8152,costume,LOOT_MPUI_GEAR_STYLE5_1,gear19_1,,s1_cao_image_loadout_29a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6702007,,,challenge,1,,0,0,,,,0,,4600,,,
3533,8153,costume,LOOT_MPUI_GEAR_STYLE5_2,gear19_2,,s1_cao_image_loadout_29a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6704007,,,loot,1,,0,0,,,,2,1,4700,,1,
3534,8154,costume,LOOT_MPUI_GEAR_STYLE5_3,gear19_3,,s1_cao_image_loadout_29a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6706007,,,loot,1,,0,0,,,,2,1,4800,,1,
3535,8155,costume,LOOT_MPUI_GEAR_STYLE5_4,gear19_4,,s1_cao_image_loadout_29a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6708007,,,loot,1,,0,0,,,,2,1,4900,,1,
3536,8156,costume,LOOT_MPUI_GEAR_STYLE5_5,gear19_5,,s1_cao_image_loadout_29a_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670A007,,,atvi_entitlement,1,,0,0,,,,0,,5000,,,
3537,8157,costume,LOOT_MPUI_GEAR_STYLE5_6,gear19_6,,s1_cao_image_loadout_29a_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670C007,,,atvi_entitlement,1,,0,0,,,,0,,5100,,,
3538,8158,costume,LOOT_MPUI_GEAR_STYLE5_7,gear19_7,,s1_cao_image_loadout_29a_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x670E007,,,atvi_entitlement,1,,0,0,,,,0,,5105,,,
2605,7124,costume,LOOT_ATLAS_PMC_ASSAULT,gear8,,s1_cao_image_loadout_02a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6700008,,,loot,1,,0,0,,,,0,1,5200,,1,
3539,8159,costume,LOOT_ATLAS_PMC_ASSAULT_1,gear8_1,,s1_cao_image_loadout_02a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6702008,,,loot,1,,0,0,,,,2,1,5300,,1,
3540,8160,costume,LOOT_ATLAS_PMC_ASSAULT_2,gear8_2,,s1_cao_image_loadout_02a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6704008,,,loot,1,,0,0,,,,2,1,5400,,1,
2669,7207,costume,LOOT_NIGERIAN_1,gear21,,s1_cao_image_loadout_35a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6700009,,,loot,1,,0,0,,,,2,1,5500,,1,
3541,8161,costume,LOOT_NIGERIAN_1_1,gear21_1,,s1_cao_image_loadout_35a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6702009,,,challenge,1,,0,0,,,,0,,5600,,,
3542,8162,costume,LOOT_NIGERIAN_1_2,gear21_2,,s1_cao_image_loadout_35a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6704009,,,loot,1,,0,0,,,,2,1,5700,,1,
3543,8163,costume,LOOT_NIGERIAN_1_3,gear21_3,,s1_cao_image_loadout_35_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6706009,,,loot,1,,0,0,,,,2,1,5705,,1,
3544,8164,costume,LOOT_NIGERIAN_1_4,gear21_4,,s1_cao_image_loadout_35_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6708009,,,loot,1,,0,0,,,,2,1,5710,,1,
2607,7035,costume,LOOT_NONE_CAPS,hats0,,s1_cao_image_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600000,,,,0,,0,0,,,,0,,0,,,
2608,3258,costume,LOOT_ATLAS_HELMET,hats1,,s1_cao_image_headgear_helmet_atlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600001,,,,0,,0,0,,,,0,,100,,,
3545,8165,costume,LOOT_ATLAS_HELMET_1,hats1_1,,s1_cao_image_headgear_helmet_atlas_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6602001,,,entitlement,1,,0,0,,,,0,,200,,,
3546,8166,costume,LOOT_ATLAS_HELMET_2,hats1_2,,s1_cao_image_headgear_helmet_atlas_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6604001,,,loot,1,,0,0,,,,4,1,300,,1,
3547,8167,costume,LOOT_ATLAS_HELMET_3,hats1_3,,s1_cao_image_headgear_helmet_atlas_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6606001,,,loot,1,,0,0,,,,1,1,400,,1,
3548,8168,costume,LOOT_ATLAS_HELMET_4,hats1_4,,s1_cao_image_headgear_helmet_atlas_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6608001,,,challenge,1,,0,0,,,,0,,500,,,
3549,8169,costume,LOOT_ATLAS_HELMET_5,hats1_5,,s1_cao_image_headgear_helmet_atlas_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660A001,,,loot,1,,0,0,,,,3,1,600,,1,
3550,8170,costume,LOOT_ATLAS_HELMET_6,hats1_6,,s1_cao_image_headgear_helmet_atlas_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660C001,,,loot,1,,0,0,,,,2,1,31150,,1,
2680,7218,costume,LOOT_NK_HELMET_3,hats23,,s1_cao_image_headgear_19a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660000A,,,loot,1,,0,0,,,,0,1,800,,1,
3551,8171,costume,LOOT_NK_HELMET_3_1,hats23_1,,s1_cao_image_headgear_19a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660200A,,,loot,1,,0,0,,,,2,1,900,,1,
2682,7220,costume,LOOT_NK_HELMET_4,hats25,,s1_cao_image_headgear_22a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660000B,,,loot,1,,0,0,,,,1,1,1000,,1,
3552,8172,costume,LOOT_NK_HELMET_4_1,hats25_1,,s1_cao_image_headgear_22a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660200B,,,challenge,1,,0,0,,,,0,,1100,,,
3553,8173,costume,LOOT_NK_HELMET_4_2,hats25_2,,s1_cao_image_headgear_22a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660400B,,,loot,1,,0,0,,,,2,1,1200,,1,
2691,7229,costume,LOOT_GRUNT_FULLMASK,hats28,,s1_cao_image_headgear_25a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660000D,,,loot,1,,0,0,,,,1,1,1300,,1,
2692,7230,costume,LOOT_BERET,hats29,,s1_cao_image_headgear_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660000E,,,challenge,1,,0,0,,,,0,,1400,,,
